Time (s),Sine Wave,Square Wave
0.754,-0.9921147013144778,-1.0
0.755,-0.987688340595138,-1.0
0.756,-0.9822872507286887,-1.0
0.757,-0.9759167619387479,-1.0
0.758,-0.9685831611286313,-1.0
0.759,-0.9602936856769427,-1.0
0.76,-0.9510565162951539,-1.0
0.761,-0.9408807689542252,-1.0
0.762,-0.9297764858882519,-1.0
0.763,-0.917754625683981,-1.0
0.764,-0.9048270524660202,-1.0
0.765,-0.8910065241883679,-1.0
0.766,-0.8763066800438646,-1.0
0.767,-0.8607420270039439,-1.0
0.768,-0.8443279255020144,-1.0
0.769,-0.8270805742745623,-1.0
0.77,-0.8090169943749469,-1.0
0.771,-0.7901550123756911,-1.0
0.772,-0.7705132427757889,-1.0
0.773,-0.7501110696304605,-1.0
0.774,-0.7289686274214114,-1.0
0.775,-0.7071067811865488,-1.0
0.776,-0.6845471059286888,-1.0
0.777,-0.6613118653236508,-1.0
0.778,-0.6374239897486902,-1.0
0.779,-0.6129070536529757,-1.0
0.78,-0.5877852522924739,-1.0
0.781,-0.56208337785213,-1.0
0.782,-0.5358267949789978,-1.0
0.783,-0.5090414157503711,-1.0
0.784,-0.4817536741017167,-1.0
0.785,-0.45399049973954686,-1.0
0.786,-0.42577929156507127,-1.0
0.787,-0.397147890634781,-1.0
0.788,-0.36812455268467686,-1.0
0.789,-0.33873792024529215,-1.0
0.79,-0.3090169943749467,-1.0
0.791,-0.27899110603923033,-1.0
0.792,-0.24868988716485435,-1.0
0.793,-0.218143241396544,-1.0
0.794,-0.18738131458572455,-1.0
0.795,-0.1564344650402292,-1.0
0.796,-0.1253332335643045,-1.0
0.797,-0.09410831331851299,-1.0
0.798,-0.062790519529314,-1.0
0.799,-0.03141075907812732,-1.0
0.8,-9.797174393178826e-16,-1.0
0.801,0.03141075907812891,1.0
0.802,0.06279051952931558,1.0
0.803,0.09410831331851457,1.0
0.804,0.1253332335643061,1.0
0.805,0.15643446504023079,1.0
0.806,0.1873813145857261,1.0
0.807,0.21814324139654212,1.0
0.808,0.2486898871648559,1.0
0.809,0.2789911060392285,1.0
0.81,0.3090169943749482,1.0
0.811,0.33873792024529364,1.0
0.812,0.36812455268467836,1.0
0.8130000000000001,0.39714789063478245,1.0
0.8140000000000001,0.4257792915650727,1.0
0.8150000000000001,0.4539904997395483,1.0
0.8160000000000001,0.48175367410171505,1.0
0.8170000000000001,0.5090414157503724,1.0
0.8180000000000001,0.5358267949789961,1.0
0.8190000000000001,0.5620833778521314,1.0
0.8200000000000001,0.5877852522924751,1.0
0.8210000000000001,0.6129070536529769,1.0
0.8220000000000001,0.6374239897486914,1.0
0.8230000000000001,0.661311865323652,1.0
0.8240000000000001,0.68454710592869,1.0
0.8250000000000001,0.7071067811865475,1.0
0.8260000000000001,0.7289686274214126,1.0
0.8270000000000001,0.7501110696304593,1.0
0.8280000000000001,0.7705132427757899,1.0
0.8290000000000001,0.7901550123756921,1.0
0.8300000000000001,0.8090169943749479,1.0
0.8310000000000001,0.8270805742745632,1.0
0.8320000000000001,0.8443279255020153,1.0
0.833,0.8607420270039429,1.0
0.834,0.8763066800438619,1.0
0.835,0.891006524188367,1.0
0.836,0.9048270524660179,1.0
0.837,0.9177546256839803,1.0
0.838,0.9297764858882511,1.0
0.839,0.9408807689542246,1.0
0.84,0.9510565162951533,1.0
0.841,0.9602936856769423,1.0
0.842,0.9685831611286307,1.0
0.843,0.9759167619387467,1.0
0.844,0.9822872507286884,1.0
0.845,0.9876883405951377,1.0
0.846,0.9921147013144775,1.0
0.847,0.99556196460308,1.0
0.848,0.9980267284282714,1.0
0.849,0.9995065603657315,1.0
0.85,1.0,1.0
0.851,0.9995065603657316,1.0
0.852,0.9980267284282718,1.0
0.853,0.9955619646030801,1.0
0.854,0.9921147013144779,1.0
0.855,0.987688340595138,1.0
0.856,0.9822872507286887,1.0
0.857,0.9759167619387479,1.0
0.858,0.9685831611286313,1.0
0.859,0.9602936856769438,1.0
0.86,0.9510565162951539,1.0
0.861,0.9408807689542265,1.0
0.862,0.9297764858882519,1.0
0.863,0.917754625683981,1.0
0.864,0.9048270524660202,1.0
0.865,0.8910065241883679,1.0
0.866,0.8763066800438646,1.0
0.867,0.8607420270039439,1.0
0.868,0.8443279255020164,1.0
0.869,0.8270805742745623,1.0
0.87,0.8090169943749491,1.0
0.871,0.7901550123756912,1.0
0.872,0.770513242775789,1.0
0.873,0.7501110696304606,1.0
0.874,0.7289686274214116,1.0
0.875,0.7071067811865489,1.0
0.876,0.684547105928689,1.0
0.877,0.6613118653236536,1.0
0.878,0.6374239897486903,1.0
0.879,0.6129070536529786,1.0
0.88,0.587785252292474,1.0
0.881,0.5620833778521301,1.0
0.882,0.5358267949789979,1.0
0.883,0.5090414157503712,1.0
0.884,0.4817536741017168,1.0
0.885,0.45399049973954697,1.0
0.886,0.4257792915650746,1.0
0.887,0.3971478906347811,1.0
0.888,0.368124552684677,1.0
0.889,0.33873792024529226,1.0
0.89,0.3090169943749468,1.0
0.891,0.2789911060392305,1.0
0.892,0.24868988716485446,1.0
0.893,0.21814324139654415,1.0
0.894,0.18738131458572466,1.0
0.895,0.15643446504023284,1.0
0.896,0.12533323356430462,1.0
0.897,0.09410831331851312,1.0
0.898,0.06279051952931412,1.0
0.899,0.03141075907812744,1.0
0.9,1.102182119232618e-15,1.0
0.901,-0.03141075907812879,-1.0
0.902,-0.06279051952931192,-1.0
0.903,-0.09410831331851445,-1.0
0.904,-0.12533323356430245,-1.0
0.905,-0.15643446504023065,-1.0
0.906,-0.187381314585726,-1.0
0.907,-0.21814324139654198,-1.0
0.908,-0.24868988716485577,-1.0
0.909,-0.27899110603922833,-1.0
0.91,-0.30901699437494806,-1.0
0.911,-0.33873792024529015,-1.0
0.912,-0.36812455268467825,-1.0
0.913,-0.3971478906347791,-1.0
0.914,-0.4257792915650726,-1.0
0.915,-0.4539904997395482,-1.0
0.916,-0.48175367410171493,-1.0
0.917,-0.5090414157503723,-1.0
0.918,-0.535826794978996,-1.0
0.919,-0.5620833778521312,-1.0
0.92,-0.5877852522924722,-1.0
0.921,-0.6129070536529768,-1.0
0.922,-0.6374239897486885,-1.0
0.923,-0.6613118653236519,-1.0
0.924,-0.68454710592869,-1.0
0.925,-0.7071067811865474,-1.0
0.926,-0.7289686274214124,-1.0
0.927,-0.7501110696304591,-1.0
0.928,-0.7705132427757898,-1.0
0.929,-0.7901550123756897,-1.0
0.93,-0.8090169943749478,-1.0
0.931,-0.827080574274561,-1.0
0.932,-0.8443279255020152,-1.0
0.933,-0.8607420270039446,-1.0
0.934,-0.8763066800438636,-1.0
0.935,-0.8910065241883686,-1.0
0.936,-0.9048270524660194,-1.0
0.937,-0.9177546256839816,-1.0
0.9380000000000001,-0.9297764858882511,-1.0
0.9390000000000001,-0.9408807689542258,-1.0
0.9400000000000001,-0.9510565162951543,-1.0
0.9410000000000001,-0.9602936856769432,-1.0
0.9420000000000001,-0.9685831611286316,-1.0
0.9430000000000001,-0.9759167619387474,-1.0
0.9440000000000001,-0.982287250728689,-1.0
0.9450000000000001,-0.9876883405951377,-1.0
0.9460000000000001,-0.992114701314478,-1.0
0.9470000000000001,-0.99556196460308,-1.0
0.9480000000000001,-0.9980267284282717,-1.0
0.9490000000000001,-0.9995065603657316,-1.0
0.9500000000000001,-1.0,-1.0
0.9510000000000001,-0.9995065603657315,-1.0
0.9520000000000001,-0.9980267284282716,-1.0
0.9530000000000001,-0.9955619646030799,-1.0
0.9540000000000001,-0.9921147013144779,-1.0
0.9550000000000001,-0.9876883405951374,-1.0
0.9560000000000001,-0.9822872507286887,-1.0
0.9570000000000001,-0.9759167619387471,-1.0
0.9580000000000001,-0.9685831611286304,-1.0
0.9590000000000001,-0.9602936856769428,-1.0
0.96,-0.951056516295154,-1.0
0.961,-0.9408807689542266,-1.0
0.962,-0.929776485888252,-1.0
0.963,-0.9177546256839826,-1.0
0.964,-0.9048270524660204,-1.0
0.965,-0.8910065241883696,-1.0
0.966,-0.8763066800438647,-1.0
0.967,-0.860742027003944,-1.0
0.968,-0.8443279255020165,-1.0
0.969,-0.8270805742745624,-1.0
0.97,-0.8090169943749491,-1.0
0.971,-0.7901550123756912,-1.0
0.972,-0.7705132427757914,-1.0
0.973,-0.7501110696304607,-1.0
0.974,-0.728968627421414,-1.0
0.975,-0.707106781186549,-1.0
0.976,-0.684547105928689,-1.0
0.977,-0.6613118653236537,-1.0
0.978,-0.6374239897486904,-1.0
0.979,-0.6129070536529787,-1.0
0.98,-0.5877852522924741,-1.0
0.981,-0.5620833778521332,-1.0
0.982,-0.5358267949789979,-1.0
0.983,-0.5090414157503713,-1.0
0.984,-0.48175367410171693,-1.0
0.985,-0.4539904997395471,-1.0
0.986,-0.4257792915650747,-1.0
0.987,-0.39714789063478123,-1.0
0.988,-0.3681245526846804,-1.0
0.989,-0.33873792024529237,-1.0
0.99,-0.3090169943749503,-1.0
0.991,-0.2789911060392306,-1.0
0.992,-0.2486898871648546,-1.0
0.993,-0.21814324139654426,-1.0
0.994,-0.18738131458572477,-1.0
0.995,-0.15643446504023295,-1.0
0.996,-0.12533323356430476,-1.0
0.997,-0.09410831331851677,-1.0
0.998,-0.06279051952931425,-1.0
0.999,-0.031410759078131116,-1.0
